booking_id,customer_id,hotel_id,room_id,booking_date,check_in_date,check_out_date,lead_time,adults,children,meal_plan,market_segment,booking_status,adr,total_nights,special_requests,booking_channel,discount_percentage,booking_revenue,total_guests
6178,1307,83,13,2024-12-04,2024-12-21,2024-12-29,17,3,1,Full Board,Corporate,Checked Out,13336,8,2,Walk-in,9,106688,4
6179,4801,62,820,2025-05-14,2025-05-27,2025-06-07,13,4,1,Half Board,Offline,Checked Out,12727,11,1,Travel Agent,5,139997,5
6180,88,12,1438,2025-07-29,2025-10-17,2025-10-27,80,2,2,Half Board,Online,Checked Out,18681,10,3,App,29,186810,4
6181,2142,97,1133,2024-08-15,2024-09-09,2024-09-11,25,5,0,Breakfast,Corporate,Confirmed,6429,2,0,Walk-in,23,12858,5
6182,4795,47,617,2024-12-05,2024-12-27,2025-01-06,22,3,2,Full Board,Online,Checked Out,18744,10,3,Walk-in,34,187440,5
6183,3184,28,19,2024-10-29,2025-01-05,2025-01-09,68,5,2,Full Board,Online,Confirmed,17449,4,5,Travel Agent,38,69796,7
6184,1550,16,562,2024-06-06,2024-08-12,2024-08-13,67,3,2,Full Board,Corporate,Canceled,11330,1,5,Walk-in,2,11330,5
6185,1169,48,945,2025-11-23,2025-12-05,2025-12-13,12,5,1,Full Board,Corporate,Checked Out,5420,8,3,Website,10,43360,6
6186,3482,25,824,2025-10-30,2025-11-05,2025-11-09,6,4,0,Breakfast,Travel Agent,Checked Out,17783,4,3,App,16,71132,4
6187,3837,36,369,2024-12-17,2025-02-12,2025-02-16,57,5,2,Breakfast,Travel Agent,Canceled,18909,4,4,Website,27,75636,7
6188,4260,71,219,2026-04-05,2026-05-27,2026-06-03,52,5,4,Breakfast,Corporate,Canceled,23106,7,0,Walk-in,22,161742,9
6189,79,5,1766,2025-11-17,2025-12-15,2025-12-23,28,4,3,Full Board,Corporate,Checked Out,11707,8,1,Walk-in,7,93656,7
6190,1770,34,1375,2025-04-08,2025-05-05,2025-05-16,27,5,0,Breakfast,Online,Checked Out,16418,11,4,Travel Agent,26,180598,5
6191,704,67,1908,2024-12-07,2025-02-23,2025-03-06,78,2,2,Full Board,Corporate,Confirmed,11966,11,2,Website,22,131626,4
6192,876,37,372,2024-09-28,2024-11-18,2024-11-27,51,3,1,Full Board,Corporate,Canceled,5236,9,4,Walk-in,34,47124,4
6193,3278,27,444,2026-03-17,2026-05-24,2026-05-31,68,1,1,Half Board,Offline,Confirmed,20987,7,0,App,0,146909,2
6194,1636,87,1290,2025-02-10,2025-03-14,2025-03-17,32,4,0,Half Board,Offline,Checked Out,8887,3,3,Travel Agent,18,26661,4
6195,570,49,430,2025-12-03,2026-02-08,2026-02-22,67,1,4,Breakfast,Offline,Checked Out,20045,14,3,App,36,280630,5
6196,3042,96,1036,2024-11-23,2025-02-05,2025-02-20,74,3,2,Breakfast,Offline,Checked Out,13950,15,0,Website,6,209250,5
6197,3390,66,1327,2024-08-21,2024-10-16,2024-10-27,56,4,3,Full Board,Corporate,Confirmed,6455,11,3,App,36,71005,7
6198,2341,41,892,2025-03-22,2025-04-01,2025-04-10,10,5,4,Full Board,Corporate,Canceled,12431,9,5,Walk-in,17,111879,9
6199,1010,65,1937,2025-12-21,2026-01-22,2026-02-01,32,4,0,Half Board,Offline,Confirmed,8029,10,2,Walk-in,34,80290,4
6200,4137,33,1634,2025-10-28,2025-11-19,2025-12-04,22,5,0,Half Board,Corporate,Checked Out,15957,15,1,Walk-in,5,239355,5
6201,931,91,412,2024-11-27,2025-01-09,2025-01-10,43,2,3,Full Board,Offline,Checked Out,6942,1,1,Walk-in,5,6942,5
6202,4002,23,1086,2024-08-30,2024-09-22,2024-09-28,23,2,1,Half Board,Travel Agent,Checked Out,5823,6,2,App,18,34938,3
6203,2877,84,204,2025-01-21,2025-03-31,2025-04-08,69,4,0,Half Board,Online,Canceled,6351,8,4,App,36,50808,4
6204,1449,28,1106,2026-03-09,2026-05-09,2026-05-10,61,1,2,Half Board,Offline,Canceled,13256,1,1,Travel Agent,20,13256,3
6205,4626,17,476,2024-05-21,2024-07-02,2024-07-16,42,5,4,Breakfast,Offline,Canceled,13354,14,2,Website,18,186956,9
6206,2563,68,1448,2024-12-20,2025-03-11,2025-03-20,81,4,4,Full Board,Corporate,Canceled,12633,9,1,App,22,113697,8
6207,341,82,1738,2025-09-09,2025-10-28,2025-10-30,49,4,4,Half Board,Offline,Canceled,20444,2,3,Walk-in,4,40888,8
6208,2354,57,381,2025-04-29,2025-06-08,2025-06-21,40,4,4,Breakfast,Offline,Checked Out,19072,13,1,Website,6,247936,8
6209,1327,82,1987,2026-03-16,2026-04-10,2026-04-18,25,5,3,Half Board,Corporate,Canceled,4891,8,0,Website,11,39128,8
6210,1236,5,586,2025-04-12,2025-06-06,2025-06-12,55,5,1,Breakfast,Travel Agent,Checked Out,17612,6,4,Website,12,105672,6
6211,3778,75,224,2025-02-05,2025-05-06,2025-05-08,90,5,4,Half Board,Online,Confirmed,18754,2,4,Walk-in,25,37508,9
6212,3307,59,714,2026-02-22,2026-03-02,2026-03-13,8,2,3,Breakfast,Online,Confirmed,19789,11,4,Travel Agent,1,217679,5
6213,753,63,99,2025-12-08,2026-01-23,2026-02-05,46,4,4,Breakfast,Travel Agent,Confirmed,16584,13,2,Travel Agent,24,215592,8
6214,2581,89,1196,2024-10-20,2024-11-06,2024-11-10,17,3,4,Full Board,Offline,Checked Out,22403,4,5,Walk-in,3,89612,7
6215,3137,70,635,2025-10-23,2025-12-05,2025-12-07,43,2,2,Full Board,Travel Agent,Checked Out,24118,2,3,Travel Agent,10,48236,4
6216,4546,61,191,2025-08-27,2025-11-04,2025-11-17,69,3,0,Full Board,Travel Agent,Confirmed,24346,13,5,Travel Agent,24,316498,3
6217,4389,89,1492,2024-09-18,2024-09-30,2024-10-13,12,4,2,Breakfast,Online,Confirmed,17291,13,2,Walk-in,8,224783,6
6218,3084,57,723,2026-03-18,2026-04-16,2026-04-20,29,2,3,Full Board,Travel Agent,Confirmed,9609,4,2,App,26,38436,5
6219,4812,6,1828,2025-09-18,2025-12-09,2025-12-12,82,4,3,Breakfast,Online,Canceled,23825,3,1,App,4,71475,7
6220,4745,88,516,2026-05-05,2026-06-29,2026-07-12,55,2,3,Half Board,Corporate,Canceled,20977,13,1,Walk-in,17,272701,5
6221,75,33,637,2026-03-08,2026-05-01,2026-05-08,54,2,1,Breakfast,Travel Agent,Checked Out,11624,7,1,Walk-in,23,81368,3
6222,2157,76,273,2025-04-25,2025-06-23,2025-06-28,59,1,1,Full Board,Travel Agent,Confirmed,22115,5,2,Walk-in,33,110575,2
6223,303,30,1944,2026-01-29,2026-02-11,2026-02-17,13,4,2,Half Board,Offline,Confirmed,5414,6,3,Walk-in,31,32484,6
6224,2301,81,856,2025-05-20,2025-05-25,2025-05-26,5,2,2,Full Board,Offline,Checked Out,24879,1,1,Travel Agent,32,24879,4
6225,3859,93,1171,2024-08-29,2024-10-31,2024-11-11,63,2,4,Breakfast,Offline,Canceled,24587,11,1,App,14,270457,6
6226,3479,59,1707,2025-06-10,2025-07-31,2025-08-02,51,2,4,Half Board,Travel Agent,Checked Out,13465,2,3,Website,21,26930,6
6227,849,69,270,2025-04-18,2025-04-24,2025-05-09,6,3,3,Breakfast,Offline,Checked Out,3684,15,1,Walk-in,20,55260,6
6228,868,92,1784,2024-09-16,2024-11-01,2024-11-03,46,4,4,Full Board,Online,Checked Out,8023,2,3,Travel Agent,15,16046,8
6229,3632,48,578,2025-05-07,2025-07-04,2025-07-06,58,3,3,Full Board,Travel Agent,Canceled,22958,2,5,Travel Agent,1,45916,6
6230,1336,8,1476,2025-05-27,2025-08-12,2025-08-16,77,2,0,Full Board,Travel Agent,Confirmed,21031,4,4,App,22,84124,2
6231,2846,72,1218,2024-05-18,2024-06-18,2024-07-03,31,5,2,Full Board,Travel Agent,Checked Out,12207,15,4,Travel Agent,34,183105,7
6232,58,66,369,2025-08-08,2025-11-06,2025-11-10,90,3,3,Breakfast,Online,Checked Out,17005,4,3,App,0,68020,6
6233,3221,50,430,2026-04-08,2026-04-17,2026-04-18,9,4,4,Full Board,Online,Checked Out,11711,1,3,Walk-in,0,11711,8
6234,816,52,1903,2025-12-04,2026-01-17,2026-01-30,44,1,3,Full Board,Corporate,Confirmed,13024,13,0,App,12,169312,4
6235,302,12,553,2024-11-04,2025-01-04,2025-01-13,61,1,0,Half Board,Travel Agent,Canceled,20542,9,5,Walk-in,35,184878,1
6236,1320,58,697,2025-10-27,2025-11-19,2025-11-22,23,2,1,Half Board,Travel Agent,Checked Out,3993,3,0,Website,7,11979,3
6237,4793,51,1836,2025-02-13,2025-04-27,2025-05-05,73,3,4,Full Board,Travel Agent,Checked Out,19418,8,1,Website,8,155344,7
6238,3963,25,905,2024-09-03,2024-09-07,2024-09-13,4,5,0,Full Board,Online,Canceled,23906,6,4,Travel Agent,7,143436,5
6239,4790,29,910,2025-01-09,2025-03-19,2025-03-20,69,1,2,Half Board,Corporate,Checked Out,20068,1,1,Travel Agent,14,20068,3
6240,2449,70,1268,2025-08-10,2025-10-02,2025-10-07,53,1,3,Breakfast,Travel Agent,Canceled,18543,5,2,Walk-in,13,92715,4
6241,2484,89,944,2025-03-30,2025-06-06,2025-06-21,68,5,4,Breakfast,Online,Checked Out,10063,15,0,Walk-in,26,150945,9
6242,1505,78,1006,2026-01-28,2026-03-08,2026-03-09,39,2,3,Half Board,Online,Confirmed,4899,1,5,App,37,4899,5
6243,733,50,1524,2025-11-07,2026-01-06,2026-01-19,60,3,2,Half Board,Offline,Canceled,15479,13,2,Website,12,201227,5
6244,2799,60,1894,2025-03-15,2025-05-21,2025-05-26,67,5,3,Half Board,Offline,Checked Out,9112,5,3,Website,29,45560,8
6245,1859,22,1116,2025-08-12,2025-10-20,2025-11-01,69,4,3,Full Board,Corporate,Canceled,6664,12,3,App,6,79968,7
6246,321,36,686,2025-05-19,2025-06-21,2025-06-28,33,1,4,Full Board,Travel Agent,Checked Out,17217,7,2,Travel Agent,27,120519,5
6247,4257,51,708,2025-12-11,2026-01-08,2026-01-20,28,1,4,Half Board,Offline,Checked Out,16870,12,0,Travel Agent,14,202440,5
6248,1739,66,819,2025-10-21,2026-01-12,2026-01-13,83,1,1,Half Board,Corporate,Canceled,6983,1,1,Travel Agent,26,6983,2
6249,4972,67,1227,2025-03-24,2025-05-19,2025-05-22,56,4,3,Full Board,Offline,Confirmed,15686,3,4,Travel Agent,20,47058,7
6250,4263,69,651,2025-03-15,2025-03-18,2025-03-29,3,5,3,Full Board,Travel Agent,Canceled,11977,11,1,Walk-in,5,131747,8
6251,2501,7,530,2026-05-01,2026-05-24,2026-05-26,23,3,2,Half Board,Corporate,Canceled,9379,2,2,Travel Agent,5,18758,5
6252,4290,85,492,2026-04-28,2026-06-07,2026-06-19,40,4,4,Half Board,Offline,Canceled,3998,12,1,App,35,47976,8
6253,3301,33,1195,2024-11-02,2025-01-13,2025-01-15,72,2,2,Breakfast,Offline,Canceled,5540,2,0,Walk-in,29,11080,4
6254,660,75,84,2025-12-30,2026-02-23,2026-02-27,55,5,1,Half Board,Offline,Checked Out,12816,4,0,Walk-in,16,51264,6
6255,56,88,883,2024-09-26,2024-12-13,2024-12-25,78,2,2,Full Board,Offline,Confirmed,7131,12,2,Website,3,85572,4
6256,1944,86,1959,2024-12-17,2024-12-24,2025-01-04,7,2,1,Full Board,Travel Agent,Canceled,11496,11,1,Website,32,126456,3
6257,4294,75,681,2024-05-13,2024-08-01,2024-08-15,80,4,0,Full Board,Corporate,Canceled,15335,14,4,Website,36,214690,4
6258,1309,71,3,2025-04-26,2025-05-24,2025-05-30,28,5,0,Full Board,Online,Canceled,16548,6,1,Walk-in,7,99288,5
6259,2197,36,339,2025-12-30,2026-02-15,2026-02-19,47,3,3,Full Board,Offline,Canceled,8063,4,3,App,27,32252,6
6260,4485,63,5,2025-07-26,2025-10-14,2025-10-27,80,1,0,Full Board,Corporate,Confirmed,24734,13,2,App,2,321542,1
6261,2018,82,1427,2025-06-01,2025-08-16,2025-08-27,76,1,2,Breakfast,Corporate,Checked Out,24704,11,1,Website,12,271744,3
6262,2949,25,1861,2025-06-14,2025-07-31,2025-08-15,47,4,3,Half Board,Offline,Checked Out,15913,15,1,Travel Agent,32,238695,7
6263,3304,95,776,2024-11-29,2025-02-04,2025-02-08,67,1,2,Breakfast,Online,Canceled,14075,4,4,App,21,56300,3
6264,4879,88,666,2025-05-27,2025-06-08,2025-06-11,12,1,1,Half Board,Online,Canceled,16855,3,5,Travel Agent,18,50565,2
6265,364,65,1366,2026-01-19,2026-01-24,2026-02-02,5,1,0,Full Board,Online,Confirmed,9989,9,5,App,18,89901,1
6266,4993,38,1168,2025-07-10,2025-07-26,2025-08-06,16,3,4,Breakfast,Online,Canceled,6447,11,2,Walk-in,36,70917,7
6267,1085,4,1323,2024-07-30,2024-10-25,2024-11-05,87,3,0,Full Board,Online,Canceled,12911,11,4,Walk-in,4,142021,3
6268,3528,28,1795,2024-09-01,2024-10-24,2024-10-27,53,3,3,Breakfast,Travel Agent,Confirmed,4290,3,0,Website,28,12870,6
6269,886,1,1913,2026-04-29,2026-07-16,2026-07-21,78,5,0,Half Board,Travel Agent,Canceled,8038,5,2,Website,11,40190,5
6270,2264,49,986,2026-01-05,2026-01-17,2026-02-01,12,4,4,Full Board,Travel Agent,Confirmed,23031,15,0,Walk-in,3,345465,8
6271,4102,1,538,2025-05-13,2025-06-17,2025-06-30,35,1,1,Half Board,Corporate,Checked Out,3083,13,2,Walk-in,11,40079,2
6272,786,83,1921,2024-10-20,2024-11-19,2024-11-22,30,3,1,Breakfast,Corporate,Confirmed,5350,3,0,Travel Agent,12,16050,4
6273,2275,9,515,2025-05-17,2025-06-28,2025-07-01,42,1,2,Breakfast,Online,Checked Out,21168,3,3,App,3,63504,3
6274,3068,61,1213,2026-01-14,2026-01-17,2026-01-21,3,1,0,Breakfast,Travel Agent,Confirmed,6299,4,5,App,17,25196,1
6275,969,39,1318,2024-12-24,2025-01-22,2025-01-29,29,1,1,Breakfast,Corporate,Canceled,17234,7,0,Website,28,120638,2
6276,740,36,790,2024-08-25,2024-11-22,2024-11-25,89,5,0,Breakfast,Corporate,Checked Out,10708,3,3,Walk-in,36,32124,5
6277,940,60,1900,2025-10-16,2026-01-12,2026-01-25,88,4,4,Breakfast,Online,Canceled,11320,13,2,Walk-in,0,147160,8
6278,559,44,640,2024-07-18,2024-09-14,2024-09-22,58,3,4,Breakfast,Offline,Confirmed,15440,8,1,App,12,123520,7
6279,3596,48,1563,2024-09-07,2024-09-25,2024-10-06,18,1,3,Half Board,Offline,Canceled,5960,11,0,Travel Agent,3,65560,4
6280,1206,59,886,2025-08-01,2025-08-10,2025-08-21,9,1,4,Full Board,Corporate,Canceled,21195,11,4,Website,3,233145,5
6281,4837,15,1626,2025-06-15,2025-08-09,2025-08-15,55,2,1,Half Board,Online,Checked Out,17830,6,2,Walk-in,25,106980,3
6282,2440,18,1188,2025-11-13,2025-11-16,2025-11-22,3,4,1,Half Board,Online,Checked Out,12212,6,4,Walk-in,31,73272,5
6283,3420,65,1166,2025-08-16,2025-10-12,2025-10-21,57,4,1,Breakfast,Offline,Checked Out,8869,9,2,Website,9,79821,5
6284,2784,73,1876,2025-08-06,2025-08-21,2025-08-25,15,5,0,Breakfast,Corporate,Checked Out,23071,4,3,Travel Agent,21,92284,5
6285,2422,94,1874,2025-03-23,2025-04-11,2025-04-12,19,4,2,Half Board,Online,Checked Out,9462,1,5,Travel Agent,11,9462,6
6286,214,16,1437,2024-09-25,2024-10-25,2024-10-26,30,5,0,Breakfast,Travel Agent,Canceled,10732,1,0,Travel Agent,34,10732,5
6287,2377,51,846,2025-10-06,2025-10-22,2025-11-01,16,3,3,Full Board,Travel Agent,Canceled,23338,10,4,Website,12,233380,6
6288,541,11,607,2024-08-09,2024-10-17,2024-10-30,69,5,0,Half Board,Online,Checked Out,3595,13,1,Travel Agent,0,46735,5
6289,1119,96,1004,2024-07-18,2024-08-17,2024-08-25,30,3,3,Full Board,Online,Checked Out,20112,8,1,Website,31,160896,6
6290,3943,63,1751,2024-09-16,2024-12-04,2024-12-08,79,4,1,Full Board,Offline,Canceled,8297,4,2,Travel Agent,39,33188,5
6291,917,90,1465,2024-12-01,2024-12-16,2024-12-29,15,1,3,Half Board,Corporate,Confirmed,17479,13,5,App,0,227227,4
6292,3962,2,1813,2026-03-17,2026-04-25,2026-05-03,39,4,3,Half Board,Offline,Canceled,24624,8,4,App,15,196992,7
6293,1694,6,509,2025-03-03,2025-05-27,2025-06-06,85,4,2,Breakfast,Corporate,Canceled,24637,10,1,Walk-in,21,246370,6
6294,4882,32,817,2025-06-27,2025-08-23,2025-08-29,57,5,1,Half Board,Corporate,Confirmed,3524,6,4,Website,9,21144,6
6295,2474,91,480,2024-06-20,2024-08-05,2024-08-16,46,2,4,Breakfast,Online,Confirmed,5179,11,0,Website,37,56969,6
6296,997,5,1854,2025-09-05,2025-09-21,2025-09-27,16,2,0,Breakfast,Online,Confirmed,19127,6,0,Website,30,114762,2
6297,1164,43,76,2026-01-05,2026-02-23,2026-02-28,49,5,0,Half Board,Online,Confirmed,23904,5,0,Website,37,119520,5
6298,3593,51,105,2026-01-09,2026-01-13,2026-01-25,4,2,4,Half Board,Online,Canceled,18420,12,2,Walk-in,32,221040,6
6299,4103,50,281,2025-11-25,2025-12-01,2025-12-11,6,2,1,Breakfast,Corporate,Canceled,6044,10,3,Travel Agent,25,60440,3
6300,2472,75,806,2025-06-18,2025-09-12,2025-09-21,86,1,2,Half Board,Online,Canceled,18238,9,3,App,12,164142,3
6301,2839,27,1578,2024-08-14,2024-10-15,2024-10-20,62,1,1,Breakfast,Online,Checked Out,21031,5,1,App,16,105155,2
6302,2010,95,1842,2026-03-12,2026-05-17,2026-05-28,66,2,4,Full Board,Offline,Confirmed,10496,11,3,Travel Agent,4,115456,6
6303,2366,77,1619,2025-09-13,2025-10-14,2025-10-22,31,5,0,Breakfast,Travel Agent,Confirmed,23016,8,2,App,10,184128,5
6304,2178,67,849,2025-04-26,2025-07-23,2025-07-27,88,1,4,Full Board,Online,Confirmed,19562,4,3,Website,26,78248,5
6305,1790,2,515,2024-05-13,2024-05-20,2024-06-02,7,5,3,Half Board,Offline,Checked Out,4130,13,4,Website,32,53690,8
6306,3281,60,1669,2024-10-14,2024-11-12,2024-11-20,29,2,2,Half Board,Corporate,Checked Out,3594,8,4,Website,19,28752,4
6307,322,13,1822,2024-10-18,2024-12-29,2024-12-31,72,2,4,Full Board,Online,Canceled,3005,2,5,Website,11,6010,6
6308,252,35,258,2025-08-16,2025-10-31,2025-11-10,76,5,2,Half Board,Travel Agent,Confirmed,19416,10,5,Website,35,194160,7
6309,3189,19,1881,2024-06-17,2024-09-13,2024-09-16,88,3,1,Full Board,Corporate,Confirmed,17654,3,2,Walk-in,35,52962,4
6310,3400,93,220,2026-04-27,2026-05-28,2026-06-02,31,1,1,Full Board,Travel Agent,Checked Out,13143,5,4,Walk-in,25,65715,2
6311,4517,42,1168,2025-01-10,2025-03-13,2025-03-19,62,1,4,Full Board,Online,Confirmed,10433,6,4,Website,35,62598,5
6312,97,4,420,2025-05-07,2025-05-20,2025-06-02,13,3,3,Half Board,Travel Agent,Canceled,17191,13,4,App,36,223483,6
6313,2726,8,731,2026-02-23,2026-05-17,2026-05-18,83,5,3,Breakfast,Corporate,Checked Out,11142,1,5,Website,12,11142,8
6314,666,54,281,2024-09-21,2024-12-19,2024-12-30,89,1,2,Full Board,Travel Agent,Canceled,8794,11,4,Website,12,96734,3
6315,2076,24,441,2025-02-12,2025-03-10,2025-03-11,26,5,0,Breakfast,Offline,Canceled,7758,1,2,Travel Agent,6,7758,5
6316,2139,65,1482,2025-11-19,2025-11-21,2025-12-06,2,3,3,Breakfast,Travel Agent,Checked Out,24814,15,2,Travel Agent,25,372210,6
6317,4331,69,249,2025-09-27,2025-11-27,2025-12-01,61,5,0,Breakfast,Travel Agent,Checked Out,6034,4,1,App,0,24136,5
6318,2068,45,417,2025-11-21,2025-12-25,2025-12-31,34,2,2,Half Board,Corporate,Confirmed,7927,6,4,Website,32,47562,4
6319,3427,45,916,2024-09-04,2024-11-27,2024-12-04,84,3,1,Breakfast,Online,Checked Out,13589,7,5,Website,27,95123,4
6320,3209,16,619,2025-01-21,2025-04-08,2025-04-09,77,2,4,Breakfast,Travel Agent,Confirmed,6436,1,0,Walk-in,28,6436,6
6321,397,47,626,2026-04-18,2026-05-04,2026-05-05,16,2,1,Full Board,Online,Confirmed,18595,1,5,Travel Agent,17,18595,3
6322,3857,44,1904,2024-10-12,2025-01-10,2025-01-14,90,2,0,Half Board,Online,Canceled,8804,4,5,Website,22,35216,2
6323,2501,67,1800,2024-10-07,2024-11-04,2024-11-12,28,4,2,Breakfast,Travel Agent,Confirmed,6352,8,5,Travel Agent,21,50816,6
6324,4512,51,1412,2025-02-27,2025-04-10,2025-04-12,42,3,2,Half Board,Online,Canceled,4643,2,1,Walk-in,9,9286,5
6325,1919,93,458,2025-09-27,2025-11-19,2025-11-24,53,1,3,Half Board,Online,Canceled,21445,5,5,Walk-in,4,107225,4
6326,1178,39,844,2025-12-15,2026-01-20,2026-01-30,36,3,3,Breakfast,Offline,Confirmed,24731,10,1,App,40,247310,6
6327,1447,5,1908,2024-12-15,2025-01-16,2025-01-23,32,1,3,Full Board,Online,Checked Out,17165,7,0,Website,38,120155,4
6328,2744,10,1795,2024-12-05,2025-01-02,2025-01-13,28,4,4,Full Board,Travel Agent,Canceled,11104,11,1,Travel Agent,16,122144,8
6329,4309,66,476,2026-02-20,2026-04-28,2026-05-01,67,1,2,Breakfast,Online,Canceled,5636,3,4,Travel Agent,9,16908,3
6330,890,88,1579,2024-09-22,2024-09-24,2024-10-01,2,2,3,Full Board,Online,Confirmed,15361,7,1,Travel Agent,27,107527,5
6331,3648,82,1215,2025-04-03,2025-06-02,2025-06-06,60,2,1,Half Board,Corporate,Confirmed,6843,4,1,Travel Agent,23,27372,3
6332,4601,43,1284,2025-01-24,2025-02-26,2025-03-06,33,5,0,Breakfast,Corporate,Checked Out,17299,8,2,Walk-in,11,138392,5
6333,867,17,1479,2024-12-03,2024-12-18,2024-12-25,15,2,1,Breakfast,Travel Agent,Checked Out,17156,7,5,Travel Agent,35,120092,3
6334,1246,8,884,2025-05-24,2025-07-15,2025-07-26,52,1,2,Breakfast,Offline,Confirmed,7284,11,3,Walk-in,11,80124,3
6335,622,63,209,2024-12-25,2025-01-16,2025-01-17,22,1,0,Half Board,Offline,Confirmed,16751,1,2,Website,31,16751,1
6336,4176,42,1145,2025-04-11,2025-06-28,2025-07-05,78,2,4,Full Board,Offline,Confirmed,10419,7,1,Walk-in,6,72933,6
6337,3038,3,1789,2025-01-02,2025-03-29,2025-04-07,86,3,1,Half Board,Travel Agent,Confirmed,17515,9,2,Website,7,157635,4
6338,252,57,438,2026-02-10,2026-04-12,2026-04-16,61,1,2,Breakfast,Corporate,Canceled,6730,4,4,App,38,26920,3
6339,2406,91,1397,2025-08-18,2025-11-04,2025-11-07,78,1,0,Half Board,Travel Agent,Canceled,11363,3,0,App,8,34089,1
6340,3569,36,53,2024-07-09,2024-08-13,2024-08-28,35,5,1,Full Board,Corporate,Confirmed,21096,15,2,Website,30,316440,6
6341,440,38,961,2024-09-13,2024-10-20,2024-10-24,37,4,1,Half Board,Corporate,Canceled,8168,4,3,App,34,32672,5
6342,953,62,1574,2024-10-19,2024-12-16,2024-12-21,58,3,0,Breakfast,Corporate,Checked Out,7263,5,3,Travel Agent,25,36315,3
6343,1085,82,1308,2025-05-15,2025-08-05,2025-08-19,82,3,4,Full Board,Online,Canceled,19065,14,1,App,31,266910,7
6344,2969,52,1331,2024-08-22,2024-11-04,2024-11-11,74,3,0,Breakfast,Online,Confirmed,12145,7,1,Travel Agent,0,85015,3
6345,3753,2,1880,2025-10-16,2026-01-03,2026-01-12,79,2,2,Half Board,Offline,Canceled,19882,9,0,Website,39,178938,4
6346,2710,80,591,2024-09-16,2024-11-05,2024-11-19,50,1,1,Full Board,Offline,Canceled,23123,14,5,App,3,323722,2
6347,3297,10,1661,2026-01-23,2026-04-11,2026-04-15,78,1,2,Half Board,Corporate,Checked Out,10745,4,2,Walk-in,21,42980,3
6348,264,66,573,2025-05-21,2025-08-16,2025-08-26,87,1,4,Breakfast,Online,Canceled,11443,10,0,Website,6,114430,5
6349,3290,8,976,2025-08-23,2025-09-17,2025-09-19,25,2,2,Half Board,Offline,Confirmed,8989,2,5,App,5,17978,4
6350,4245,55,1029,2026-04-13,2026-04-25,2026-05-01,12,2,4,Half Board,Online,Checked Out,15506,6,0,Walk-in,35,93036,6
6351,3517,26,853,2025-07-21,2025-08-02,2025-08-09,12,1,3,Half Board,Travel Agent,Confirmed,3416,7,5,Walk-in,35,23912,4
6352,875,81,630,2025-10-26,2025-11-17,2025-11-28,22,4,3,Breakfast,Corporate,Canceled,8596,11,2,Walk-in,16,94556,7
6353,2143,69,726,2024-08-30,2024-09-05,2024-09-18,6,4,3,Full Board,Offline,Checked Out,20443,13,3,App,20,265759,7
6354,1070,87,572,2026-04-05,2026-05-05,2026-05-07,30,1,3,Breakfast,Corporate,Canceled,15580,2,0,Travel Agent,22,31160,4
6355,4494,66,1037,2025-05-04,2025-07-17,2025-07-25,74,3,4,Half Board,Offline,Checked Out,8529,8,3,App,16,68232,7
6356,4322,22,912,2024-05-23,2024-07-08,2024-07-20,46,2,0,Breakfast,Corporate,Confirmed,12078,12,3,Travel Agent,1,144936,2
6357,4503,6,85,2025-05-14,2025-05-15,2025-05-19,1,1,3,Full Board,Offline,Confirmed,23398,4,2,App,21,93592,4
6358,2974,34,742,2025-03-16,2025-04-12,2025-04-13,27,4,4,Full Board,Corporate,Checked Out,10145,1,2,App,18,10145,8
6359,4441,65,916,2025-07-22,2025-08-08,2025-08-11,17,2,1,Half Board,Corporate,Canceled,13496,3,0,Travel Agent,3,40488,3
6360,1336,44,239,2026-01-26,2026-04-06,2026-04-11,70,3,4,Full Board,Online,Canceled,21739,5,1,App,34,108695,7
6361,881,26,373,2025-10-29,2025-12-06,2025-12-15,38,1,3,Breakfast,Offline,Canceled,10320,9,2,Travel Agent,35,92880,4
6362,2989,13,1234,2026-02-22,2026-03-05,2026-03-19,11,1,3,Full Board,Offline,Confirmed,9819,14,3,Travel Agent,32,137466,4
6363,2878,58,63,2025-12-01,2026-02-19,2026-03-06,80,1,1,Full Board,Travel Agent,Confirmed,3348,15,4,Website,31,50220,2
6364,579,97,1222,2026-01-26,2026-04-10,2026-04-17,74,2,0,Full Board,Corporate,Confirmed,11480,7,2,Website,28,80360,2
6365,269,23,1621,2025-10-25,2025-10-28,2025-10-30,3,5,1,Half Board,Travel Agent,Confirmed,15144,2,0,Website,5,30288,6
6366,1225,21,1829,2025-02-20,2025-04-19,2025-04-28,58,4,1,Full Board,Travel Agent,Confirmed,18678,9,2,Website,37,168102,5
6367,2218,59,422,2026-01-30,2026-04-20,2026-04-28,80,4,4,Breakfast,Corporate,Checked Out,18392,8,1,Website,10,147136,8
6368,1546,96,1438,2025-04-29,2025-06-29,2025-07-03,61,5,1,Breakfast,Corporate,Canceled,9090,4,5,App,0,36360,6
6369,4184,84,791,2025-06-15,2025-08-23,2025-09-07,69,1,2,Full Board,Offline,Checked Out,9418,15,0,Website,34,141270,3
