booking_id,customer_id,hotel_id,room_id,booking_date,check_in_date,check_out_date,lead_time,adults,children,meal_plan,market_segment,booking_status,adr,total_nights,special_requests,booking_channel,discount_percentage,booking_revenue
5951,3566,25,1706,2026-02-16,2026-04-19,2026-04-26,62,4,1,Half Board,Online,Checked Out,11015,7,5,Travel Agent,26,77105
5952,3515,33,356,2024-09-10,2024-09-13,2024-09-25,3,5,1,Half Board,Offline,Confirmed,3085,12,1,Website,24,37020
5953,4477,96,524,2026-02-19,2026-03-14,2026-03-25,23,2,0,Full Board,Travel Agent,Canceled,18339,11,4,Walk-in,10,201729
5954,4735,8,1907,2025-05-07,2025-07-20,2025-07-21,74,1,4,Breakfast,Corporate,Confirmed,3559,1,2,Travel Agent,24,3559
5955,1476,87,1649,2026-03-30,2026-05-31,2026-06-07,62,5,3,Breakfast,Corporate,Checked Out,19276,7,2,Travel Agent,2,134932
5956,1743,71,34,2026-01-14,2026-02-21,2026-02-26,38,4,1,Half Board,Offline,Confirmed,21031,5,4,Website,6,105155
5957,3916,33,1433,2024-10-30,2024-12-06,2024-12-12,37,2,1,Full Board,Travel Agent,Confirmed,12917,6,0,App,40,77502
5958,46,28,1839,2025-09-05,2025-09-08,2025-09-17,3,4,0,Breakfast,Corporate,Canceled,10984,9,5,Walk-in,12,98856
5959,2078,93,275,2025-11-13,2025-12-13,2025-12-16,30,2,1,Breakfast,Travel Agent,Checked Out,20278,3,1,Website,0,60834
5960,1214,28,1699,2025-03-26,2025-05-05,2025-05-07,40,1,1,Full Board,Corporate,Canceled,3002,2,5,Website,34,6004
5961,305,44,427,2025-06-23,2025-08-22,2025-09-06,60,5,1,Full Board,Online,Confirmed,10603,15,1,Travel Agent,39,159045
5962,1384,81,836,2026-03-05,2026-05-20,2026-05-25,76,4,1,Breakfast,Offline,Canceled,17092,5,2,App,15,85460
5963,4275,22,1461,2026-04-03,2026-06-15,2026-06-24,73,1,4,Breakfast,Travel Agent,Canceled,6642,9,0,Website,1,59778
5964,4688,35,380,2024-11-25,2025-02-23,2025-02-26,90,3,4,Half Board,Travel Agent,Confirmed,4749,3,0,Walk-in,31,14247
5965,171,71,265,2025-10-05,2025-10-28,2025-11-02,23,4,3,Full Board,Travel Agent,Confirmed,18754,5,5,Website,19,93770
5966,475,80,151,2024-10-13,2024-10-21,2024-10-25,8,4,3,Breakfast,Corporate,Canceled,21035,4,2,Walk-in,31,84140
5967,2345,98,227,2025-01-13,2025-03-29,2025-04-05,75,3,2,Half Board,Online,Confirmed,18479,7,1,Travel Agent,3,129353
5968,3706,6,322,2025-12-24,2026-03-22,2026-03-31,88,5,4,Full Board,Online,Checked Out,19116,9,2,Website,14,172044
5969,3646,74,8,2025-02-20,2025-03-19,2025-03-26,27,4,0,Half Board,Online,Canceled,11277,7,0,Website,9,78939
5970,2645,60,509,2024-12-30,2025-03-08,2025-03-23,68,1,1,Full Board,Corporate,Confirmed,4793,15,0,App,34,71895
5971,699,99,1875,2025-05-05,2025-06-10,2025-06-24,36,2,0,Full Board,Travel Agent,Canceled,18758,14,1,Walk-in,17,262612
5972,3028,60,33,2026-03-31,2026-06-28,2026-07-01,89,2,1,Half Board,Corporate,Canceled,3971,3,1,Website,5,11913
5973,2952,12,1038,2024-10-28,2024-11-01,2024-11-05,4,2,3,Full Board,Online,Canceled,19781,4,2,Walk-in,40,79124
5974,2113,29,1459,2025-02-08,2025-02-19,2025-02-26,11,3,3,Half Board,Corporate,Checked Out,11786,7,0,Walk-in,26,82502
5975,2389,38,365,2025-12-27,2026-02-26,2026-03-02,61,4,3,Breakfast,Offline,Confirmed,20830,4,2,App,9,83320
5976,1508,87,1677,2026-04-02,2026-04-05,2026-04-09,3,3,4,Full Board,Corporate,Confirmed,17872,4,2,Travel Agent,39,71488
5977,1152,49,1416,2024-09-13,2024-10-17,2024-10-24,34,3,1,Half Board,Offline,Checked Out,23078,7,4,Walk-in,14,161546
5978,475,29,1972,2025-07-26,2025-09-29,2025-10-11,65,2,4,Breakfast,Corporate,Confirmed,7362,12,2,App,21,88344
5979,2677,24,257,2024-07-25,2024-09-29,2024-10-01,66,5,4,Half Board,Offline,Canceled,16960,2,1,App,39,33920
5980,1092,33,1721,2025-12-12,2026-02-23,2026-03-02,73,3,3,Breakfast,Online,Canceled,18521,7,0,Walk-in,22,129647
5981,4796,54,640,2024-09-18,2024-11-22,2024-12-02,65,4,0,Full Board,Online,Canceled,22531,10,0,App,28,225310
5982,946,91,672,2025-02-12,2025-03-20,2025-03-30,36,1,3,Full Board,Offline,Confirmed,3288,10,3,Website,4,32880
5983,3092,89,460,2026-01-12,2026-03-11,2026-03-17,58,2,0,Half Board,Offline,Canceled,5431,6,1,App,22,32586
5984,1152,93,61,2024-06-29,2024-07-30,2024-08-06,31,4,1,Half Board,Offline,Checked Out,11352,7,2,Travel Agent,26,79464
5985,2209,94,1026,2026-04-09,2026-06-24,2026-07-02,76,2,3,Breakfast,Online,Confirmed,19409,8,0,Walk-in,37,155272
5986,3234,66,1404,2024-09-21,2024-10-02,2024-10-16,11,1,2,Full Board,Travel Agent,Checked Out,19717,14,3,Travel Agent,9,276038
5987,1205,88,1411,2025-03-28,2025-04-08,2025-04-10,11,3,0,Half Board,Travel Agent,Canceled,17446,2,2,App,20,34892
5988,3222,94,526,2025-06-09,2025-07-24,2025-07-29,45,1,0,Full Board,Online,Canceled,17694,5,1,Website,34,88470
5989,2086,48,1470,2025-01-08,2025-01-28,2025-02-08,20,1,1,Half Board,Offline,Confirmed,9477,11,0,Walk-in,0,104247
5990,856,70,1788,2025-10-05,2025-10-09,2025-10-11,4,1,2,Full Board,Online,Confirmed,19539,2,3,Website,9,39078
5991,4326,41,1589,2025-06-08,2025-07-10,2025-07-24,32,3,2,Breakfast,Travel Agent,Checked Out,18545,14,2,App,27,259630
5992,4824,87,160,2024-12-11,2024-12-24,2024-12-26,13,1,1,Full Board,Online,Confirmed,24777,2,5,App,6,49554
5993,2580,100,1237,2024-12-31,2025-03-19,2025-03-27,78,5,4,Breakfast,Offline,Checked Out,19052,8,0,App,2,152416
5994,2814,23,1924,2024-08-24,2024-09-08,2024-09-17,15,5,3,Half Board,Corporate,Canceled,7840,9,2,Website,32,70560
5995,4600,29,1238,2024-06-15,2024-07-31,2024-08-08,46,2,0,Half Board,Offline,Confirmed,19121,8,2,Travel Agent,3,152968
5996,2784,57,1093,2025-03-24,2025-05-02,2025-05-05,39,5,0,Half Board,Online,Confirmed,7758,3,0,App,6,23274
5997,52,87,173,2026-04-25,2026-06-18,2026-06-30,54,4,4,Half Board,Travel Agent,Canceled,7283,12,1,Walk-in,16,87396
5998,889,80,679,2025-11-04,2025-12-31,2026-01-06,57,2,0,Half Board,Offline,Confirmed,16272,6,3,Website,17,97632
5999,4352,74,292,2025-12-03,2026-01-25,2026-01-31,53,1,1,Full Board,Offline,Checked Out,10482,6,5,App,25,62892
6000,2198,5,567,2025-10-23,2025-12-30,2026-01-14,68,5,0,Full Board,Travel Agent,Confirmed,7041,15,4,App,1,105615
6001,2639,84,931,2025-01-24,2025-01-29,2025-02-02,5,3,4,Half Board,Corporate,Confirmed,20805,4,3,Travel Agent,14,83220
6002,3683,86,1125,2025-05-08,2025-06-14,2025-06-23,37,1,1,Breakfast,Travel Agent,Canceled,16325,9,3,Walk-in,18,146925
6003,1199,64,216,2025-10-07,2025-11-16,2025-11-24,40,1,1,Breakfast,Offline,Canceled,14749,8,4,Website,40,117992
6004,1796,78,223,2025-04-10,2025-05-22,2025-06-04,42,1,2,Full Board,Online,Checked Out,12883,13,3,Walk-in,7,167479
6005,1621,39,734,2024-08-06,2024-08-15,2024-08-22,9,4,0,Breakfast,Online,Canceled,5317,7,0,App,28,37219
6006,1458,13,367,2024-08-15,2024-10-06,2024-10-07,52,3,0,Half Board,Travel Agent,Canceled,8626,1,5,Travel Agent,18,8626
6007,2033,81,1036,2026-03-07,2026-05-31,2026-06-04,85,3,4,Full Board,Corporate,Checked Out,9781,4,2,App,29,39124
6008,627,4,1497,2025-11-21,2026-01-29,2026-02-11,69,2,0,Full Board,Corporate,Checked Out,9640,13,2,Website,34,125320
6009,1742,99,746,2025-11-14,2026-01-03,2026-01-09,50,2,0,Half Board,Travel Agent,Confirmed,15844,6,1,App,2,95064
6010,1161,1,1017,2026-03-14,2026-05-09,2026-05-14,56,3,2,Full Board,Corporate,Confirmed,8406,5,3,Walk-in,40,42030
6011,1162,88,1055,2025-08-24,2025-11-14,2025-11-22,82,5,4,Half Board,Offline,Checked Out,23432,8,1,Walk-in,21,187456
6012,3025,79,1896,2025-01-28,2025-03-16,2025-03-31,47,3,0,Full Board,Travel Agent,Checked Out,18212,15,4,Walk-in,27,273180
6013,1580,75,90,2026-03-29,2026-06-24,2026-07-06,87,1,0,Half Board,Travel Agent,Canceled,6972,12,4,Website,10,83664
6014,4581,29,1634,2025-11-03,2026-01-14,2026-01-16,72,3,2,Breakfast,Online,Checked Out,23811,2,5,App,9,47622
6015,1026,23,1584,2024-07-07,2024-07-26,2024-08-03,19,2,2,Breakfast,Corporate,Canceled,14454,8,1,Website,17,115632
6016,1809,52,1020,2024-12-19,2025-02-19,2025-02-25,62,1,0,Breakfast,Travel Agent,Canceled,12784,6,0,App,6,76704
6017,418,79,28,2024-11-03,2025-01-02,2025-01-03,60,5,4,Full Board,Travel Agent,Canceled,16129,1,1,Walk-in,34,16129
6018,2942,34,1129,2025-05-20,2025-06-28,2025-06-30,39,4,4,Breakfast,Travel Agent,Canceled,19425,2,3,Website,3,38850
6019,2938,24,585,2025-04-20,2025-06-09,2025-06-11,50,1,3,Full Board,Corporate,Canceled,7133,2,0,Walk-in,14,14266
6020,603,34,1875,2025-11-16,2026-02-02,2026-02-07,78,2,4,Breakfast,Travel Agent,Canceled,22561,5,5,App,8,112805
6021,1299,68,1518,2025-08-02,2025-09-07,2025-09-12,36,3,0,Full Board,Corporate,Checked Out,12672,5,3,Travel Agent,5,63360
6022,223,72,577,2025-12-22,2026-02-15,2026-03-02,55,4,3,Breakfast,Offline,Checked Out,23065,15,2,Walk-in,25,345975
6023,288,42,280,2025-02-10,2025-02-22,2025-02-23,12,4,1,Breakfast,Travel Agent,Checked Out,17118,1,4,Walk-in,6,17118
6024,3567,71,587,2025-09-30,2025-10-24,2025-11-04,24,4,1,Half Board,Online,Checked Out,12738,11,2,Website,31,140118
6025,1423,32,1950,2025-03-03,2025-03-28,2025-03-30,25,4,0,Full Board,Offline,Confirmed,10181,2,0,Website,4,20362
6026,4564,64,630,2024-12-11,2024-12-28,2025-01-10,17,1,3,Half Board,Travel Agent,Confirmed,3421,13,5,Website,11,44473
6027,1157,6,131,2025-03-19,2025-03-28,2025-04-07,9,4,4,Breakfast,Travel Agent,Canceled,19790,10,4,Website,10,197900
6028,2746,86,1951,2025-12-08,2025-12-13,2025-12-27,5,4,1,Full Board,Travel Agent,Checked Out,10215,14,5,Website,22,143010
6029,4550,91,923,2025-11-22,2025-12-11,2025-12-21,19,4,0,Breakfast,Travel Agent,Checked Out,15693,10,4,App,7,156930
6030,3582,92,1476,2026-01-14,2026-04-14,2026-04-26,90,2,0,Half Board,Online,Canceled,11223,12,2,Walk-in,25,134676
6031,4301,91,1859,2024-09-23,2024-10-25,2024-11-06,32,5,1,Full Board,Travel Agent,Canceled,17478,12,3,App,23,209736
6032,4076,78,1393,2025-10-11,2025-11-18,2025-11-30,38,1,4,Breakfast,Offline,Checked Out,24080,12,1,Website,36,288960
6033,1848,55,1175,2024-08-26,2024-08-27,2024-08-28,1,4,2,Half Board,Corporate,Confirmed,12241,1,0,Travel Agent,29,12241
6034,3419,76,805,2025-05-18,2025-05-22,2025-05-24,4,4,2,Full Board,Corporate,Confirmed,21781,2,2,Travel Agent,31,43562
6035,544,14,1241,2026-04-05,2026-04-30,2026-05-04,25,4,3,Full Board,Corporate,Checked Out,23428,4,2,Travel Agent,24,93712
6036,1128,76,305,2026-01-08,2026-02-01,2026-02-13,24,1,0,Full Board,Offline,Canceled,15048,12,1,Travel Agent,10,180576
6037,673,64,1215,2024-11-11,2024-11-12,2024-11-20,1,3,3,Half Board,Offline,Canceled,9080,8,2,Website,9,72640
6038,27,23,440,2025-11-01,2025-12-06,2025-12-15,35,2,1,Half Board,Offline,Canceled,9773,9,4,App,33,87957
6039,1945,35,1646,2025-08-28,2025-11-24,2025-11-30,88,2,2,Full Board,Corporate,Canceled,23759,6,2,Website,11,142554
6040,4267,82,808,2025-08-08,2025-10-07,2025-10-18,60,1,4,Breakfast,Travel Agent,Checked Out,11949,11,0,App,27,131439
6041,499,28,828,2025-02-16,2025-04-09,2025-04-14,52,1,0,Breakfast,Online,Canceled,5616,5,2,Walk-in,7,28080
6042,4569,9,1110,2025-02-25,2025-04-03,2025-04-09,37,5,2,Half Board,Corporate,Canceled,13212,6,0,Travel Agent,25,79272
6043,2170,65,712,2024-10-21,2025-01-08,2025-01-23,79,4,0,Full Board,Travel Agent,Confirmed,20690,15,3,Walk-in,30,310350
6044,4073,8,411,2025-09-18,2025-12-04,2025-12-19,77,1,4,Half Board,Corporate,Checked Out,7667,15,0,Travel Agent,24,115005
6045,2759,7,1167,2025-01-22,2025-01-24,2025-02-02,2,2,3,Full Board,Offline,Checked Out,23755,9,3,Travel Agent,13,213795
6046,4142,65,1509,2024-10-10,2024-11-05,2024-11-10,26,2,4,Breakfast,Corporate,Canceled,16530,5,5,Walk-in,9,82650
6047,2598,35,1023,2026-01-01,2026-01-26,2026-02-01,25,3,4,Full Board,Travel Agent,Checked Out,15816,6,4,Walk-in,33,94896
6048,3074,78,969,2024-07-15,2024-09-19,2024-09-24,66,2,4,Breakfast,Travel Agent,Checked Out,10804,5,3,Travel Agent,24,54020
6049,2660,34,309,2024-12-17,2025-02-24,2025-03-06,69,5,1,Half Board,Travel Agent,Canceled,7776,10,1,Walk-in,5,77760
6050,3271,48,563,2025-02-09,2025-02-11,2025-02-21,2,2,2,Half Board,Offline,Checked Out,11906,10,0,Walk-in,7,119060
6051,2276,73,974,2025-03-09,2025-06-01,2025-06-16,84,4,1,Full Board,Corporate,Canceled,18511,15,3,Website,30,277665
6052,4787,78,1388,2024-10-19,2024-12-28,2024-12-29,70,5,3,Full Board,Travel Agent,Canceled,9969,1,2,Travel Agent,12,9969
6053,2490,13,818,2026-02-13,2026-04-26,2026-05-08,72,3,0,Breakfast,Online,Checked Out,3086,12,2,Walk-in,18,37032
6054,4763,32,222,2026-02-23,2026-03-28,2026-04-09,33,5,4,Full Board,Travel Agent,Checked Out,21596,12,1,Website,9,259152
6055,2239,54,1419,2026-04-24,2026-05-07,2026-05-17,13,3,3,Half Board,Travel Agent,Canceled,6683,10,3,Website,28,66830
6056,3756,4,701,2025-10-02,2025-12-17,2025-12-24,76,1,0,Full Board,Online,Confirmed,4046,7,1,App,21,28322
6057,3442,56,1075,2025-10-23,2026-01-06,2026-01-14,75,4,2,Half Board,Corporate,Canceled,9901,8,3,Website,2,79208
6058,3670,29,288,2025-05-30,2025-08-26,2025-09-05,88,3,4,Full Board,Online,Canceled,8176,10,1,Walk-in,7,81760
6059,2317,82,455,2026-04-12,2026-06-01,2026-06-05,50,3,2,Half Board,Travel Agent,Canceled,24108,4,3,App,32,96432
6060,4521,83,1493,2025-11-30,2026-02-23,2026-03-10,85,1,1,Full Board,Online,Confirmed,6217,15,2,Walk-in,16,93255
6061,3106,43,1924,2025-08-16,2025-10-13,2025-10-18,58,1,1,Full Board,Offline,Checked Out,23504,5,2,Website,34,117520
6062,4634,59,512,2025-02-21,2025-03-16,2025-03-17,23,3,2,Breakfast,Online,Checked Out,9766,1,2,Walk-in,12,9766
6063,3985,89,1906,2025-01-13,2025-02-27,2025-03-14,45,5,1,Full Board,Travel Agent,Canceled,8289,15,0,App,11,124335
6064,2911,89,1959,2025-06-28,2025-08-03,2025-08-08,36,1,3,Breakfast,Online,Checked Out,19071,5,5,Website,34,95355
6065,4149,40,404,2025-07-23,2025-08-19,2025-08-28,27,2,1,Breakfast,Corporate,Checked Out,18602,9,2,App,9,167418
6066,270,96,1097,2024-08-16,2024-08-30,2024-08-31,14,2,4,Breakfast,Travel Agent,Checked Out,19667,1,0,App,18,19667
6067,3542,20,1324,2026-03-16,2026-03-29,2026-04-12,13,1,1,Breakfast,Travel Agent,Checked Out,21558,14,1,Website,19,301812
6068,2982,37,236,2024-11-26,2024-12-20,2025-01-03,24,1,2,Full Board,Offline,Checked Out,4469,14,2,Travel Agent,39,62566
6069,3382,70,299,2025-10-05,2025-10-06,2025-10-20,1,2,4,Breakfast,Corporate,Canceled,4140,14,4,Walk-in,12,57960
6070,4948,70,18,2025-05-13,2025-07-31,2025-08-10,79,5,0,Full Board,Corporate,Checked Out,17058,10,2,Travel Agent,9,170580
6071,2521,54,233,2025-02-06,2025-02-15,2025-02-17,9,2,0,Full Board,Corporate,Canceled,10665,2,1,Website,39,21330
6072,2391,39,30,2026-03-30,2026-06-06,2026-06-18,68,3,0,Breakfast,Online,Canceled,12483,12,3,Website,39,149796
6073,646,68,356,2024-12-13,2024-12-27,2025-01-10,14,3,2,Breakfast,Online,Confirmed,9999,14,1,Walk-in,39,139986
6074,955,75,200,2025-06-17,2025-09-04,2025-09-13,79,2,0,Full Board,Offline,Confirmed,15106,9,3,Website,32,135954
6075,4855,97,1998,2026-04-11,2026-06-13,2026-06-23,63,5,3,Full Board,Online,Confirmed,22014,10,5,App,19,220140
6076,4286,68,1234,2025-02-25,2025-04-11,2025-04-14,45,2,0,Half Board,Corporate,Checked Out,15786,3,1,App,28,47358
6077,4885,56,549,2025-11-26,2026-01-25,2026-01-29,60,1,1,Half Board,Travel Agent,Canceled,8402,4,1,Website,17,33608
6078,1124,59,463,2025-08-05,2025-09-02,2025-09-08,28,1,2,Full Board,Travel Agent,Checked Out,24707,6,5,Website,36,148242
6079,1033,32,1342,2025-05-19,2025-05-27,2025-06-01,8,4,2,Half Board,Travel Agent,Canceled,13575,5,4,Website,38,67875
6080,2240,62,392,2025-02-06,2025-03-12,2025-03-20,34,2,3,Half Board,Offline,Canceled,12458,8,5,Travel Agent,8,99664
6081,2458,35,1588,2024-07-14,2024-07-16,2024-07-26,2,5,2,Breakfast,Corporate,Checked Out,24375,10,5,App,8,243750
6082,3226,84,214,2025-03-31,2025-05-20,2025-05-31,50,1,0,Breakfast,Travel Agent,Canceled,5582,11,4,App,15,61402
6083,1551,92,1893,2026-01-17,2026-04-04,2026-04-18,77,3,4,Full Board,Online,Canceled,3795,14,2,Website,1,53130
6084,1501,67,386,2025-10-29,2026-01-07,2026-01-18,70,2,3,Breakfast,Offline,Checked Out,21653,11,0,Walk-in,34,238183
6085,784,78,1002,2026-03-21,2026-05-01,2026-05-07,41,1,3,Half Board,Offline,Checked Out,14492,6,2,Walk-in,5,86952
6086,2011,81,1681,2025-09-30,2025-11-27,2025-12-04,58,2,4,Half Board,Travel Agent,Checked Out,15435,7,3,App,24,108045
6087,1551,20,1148,2025-06-08,2025-08-22,2025-08-28,75,3,2,Half Board,Offline,Checked Out,14349,6,1,Travel Agent,35,86094
6088,1947,47,570,2024-10-10,2025-01-04,2025-01-05,86,5,0,Full Board,Travel Agent,Checked Out,20492,1,4,App,12,20492
6089,2636,50,1648,2024-12-23,2025-02-16,2025-02-25,55,1,2,Breakfast,Online,Canceled,13669,9,1,App,18,123021
6090,4130,28,1192,2025-02-07,2025-02-15,2025-02-24,8,2,4,Breakfast,Offline,Canceled,16020,9,0,Walk-in,21,144180
6091,158,27,1673,2024-10-28,2024-12-13,2024-12-14,46,2,1,Breakfast,Offline,Canceled,23578,1,1,Walk-in,37,23578
6092,2650,91,912,2024-11-04,2024-12-29,2025-01-07,55,1,1,Full Board,Travel Agent,Checked Out,14378,9,2,App,2,129402
6093,219,32,1314,2025-10-13,2025-10-29,2025-11-10,16,2,2,Breakfast,Online,Canceled,15174,12,1,Walk-in,27,182088
6094,4973,66,1018,2026-04-28,2026-05-14,2026-05-24,16,2,2,Half Board,Offline,Canceled,14959,10,1,App,40,149590
6095,3350,96,412,2026-01-23,2026-04-19,2026-04-21,86,1,3,Breakfast,Corporate,Checked Out,4358,2,2,Walk-in,32,8716
6096,3256,35,1296,2025-03-15,2025-05-16,2025-05-23,62,3,3,Half Board,Travel Agent,Canceled,7891,7,3,Walk-in,24,55237
6097,4861,56,1107,2026-04-11,2026-06-14,2026-06-17,64,5,0,Breakfast,Corporate,Confirmed,16421,3,1,Travel Agent,16,49263
6098,1670,61,1135,2025-01-30,2025-04-13,2025-04-25,73,1,2,Breakfast,Offline,Checked Out,17720,12,5,Website,12,212640
6099,3985,59,1111,2025-07-28,2025-08-06,2025-08-18,9,3,2,Half Board,Travel Agent,Canceled,21650,12,5,Travel Agent,37,259800
6100,1196,64,756,2024-11-13,2024-11-24,2024-11-28,11,4,2,Full Board,Travel Agent,Confirmed,17428,4,2,Website,17,69712
6101,87,96,1811,2025-11-26,2026-01-16,2026-01-27,51,3,2,Half Board,Online,Canceled,16711,11,4,Website,23,183821
6102,985,8,444,2025-08-01,2025-09-07,2025-09-17,37,4,4,Half Board,Travel Agent,Checked Out,17248,10,3,App,25,172480
6103,2820,25,353,2026-04-10,2026-06-18,2026-06-28,69,5,1,Full Board,Travel Agent,Confirmed,14562,10,1,Travel Agent,4,145620
6104,3414,26,1744,2025-06-30,2025-07-31,2025-08-05,31,5,2,Half Board,Corporate,Checked Out,11002,5,1,Website,24,55010
6105,348,62,1536,2024-08-14,2024-09-10,2024-09-25,27,3,4,Half Board,Offline,Checked Out,19236,15,2,Website,6,288540
6106,2460,5,880,2024-09-09,2024-10-21,2024-10-27,42,5,4,Breakfast,Online,Confirmed,8839,6,3,Travel Agent,27,53034
6107,2583,4,652,2025-12-30,2026-02-09,2026-02-22,41,2,1,Full Board,Online,Canceled,12010,13,3,Walk-in,17,156130
6108,1664,68,97,2024-11-10,2024-12-16,2024-12-20,36,1,2,Breakfast,Offline,Canceled,5309,4,2,App,33,21236
6109,3867,17,616,2024-07-17,2024-08-26,2024-08-29,40,2,3,Breakfast,Online,Confirmed,11376,3,3,Website,13,34128
6110,2298,70,1356,2026-03-20,2026-05-04,2026-05-18,45,4,4,Half Board,Online,Canceled,22456,14,0,Travel Agent,19,314384
6111,370,47,519,2026-04-14,2026-06-26,2026-07-06,73,2,2,Full Board,Corporate,Confirmed,14844,10,0,App,21,148440
6112,1037,43,1652,2025-07-04,2025-08-20,2025-08-29,47,3,1,Full Board,Offline,Canceled,16879,9,1,Travel Agent,5,151911
6113,3955,66,1379,2024-05-21,2024-07-09,2024-07-22,49,3,4,Half Board,Offline,Checked Out,11605,13,4,Website,24,150865
6114,1083,62,74,2024-06-18,2024-08-16,2024-08-23,59,2,1,Half Board,Online,Canceled,17009,7,3,App,35,119063
6115,634,42,682,2025-09-30,2025-10-31,2025-11-04,31,1,1,Breakfast,Corporate,Canceled,20647,4,1,Travel Agent,15,82588
6116,1428,66,1835,2024-06-25,2024-07-01,2024-07-02,6,2,4,Half Board,Online,Checked Out,21234,1,1,Website,30,21234
6117,2425,1,1423,2026-01-23,2026-03-05,2026-03-06,41,4,1,Full Board,Online,Confirmed,23851,1,4,Travel Agent,13,23851
6118,3800,14,742,2025-06-02,2025-06-18,2025-06-30,16,5,4,Breakfast,Travel Agent,Canceled,11534,12,0,Website,3,138408
6119,4090,26,1302,2024-05-17,2024-05-21,2024-05-24,4,5,2,Half Board,Online,Confirmed,10740,3,5,Website,5,32220
6120,4981,91,217,2024-06-02,2024-06-25,2024-07-10,23,2,2,Half Board,Offline,Checked Out,20940,15,4,Walk-in,34,314100
6121,3587,67,1710,2026-05-03,2026-07-06,2026-07-17,64,2,1,Half Board,Online,Checked Out,9827,11,5,Website,24,108097
6122,3360,18,1293,2025-08-10,2025-08-25,2025-09-03,15,1,0,Breakfast,Corporate,Checked Out,7093,9,3,Travel Agent,19,63837
6123,2699,66,1446,2025-03-25,2025-04-21,2025-04-22,27,5,0,Full Board,Online,Canceled,13811,1,3,App,25,13811
6124,4700,9,1807,2024-06-26,2024-08-07,2024-08-09,42,4,3,Full Board,Travel Agent,Confirmed,5635,2,2,Website,15,11270
6125,3087,23,580,2025-02-07,2025-04-03,2025-04-08,55,4,0,Breakfast,Travel Agent,Checked Out,4868,5,5,Travel Agent,33,24340
6126,556,100,1509,2025-07-05,2025-07-21,2025-07-22,16,3,4,Half Board,Travel Agent,Checked Out,9698,1,3,Walk-in,26,9698
6127,374,36,1774,2024-09-21,2024-11-20,2024-12-03,60,2,1,Half Board,Offline,Canceled,4997,13,5,App,6,64961
6128,1299,10,1003,2026-04-28,2026-06-05,2026-06-09,38,5,1,Breakfast,Corporate,Canceled,22167,4,4,Travel Agent,25,88668
6129,1986,25,1070,2025-03-11,2025-05-22,2025-05-25,72,2,1,Half Board,Offline,Confirmed,6067,3,4,Travel Agent,21,18201
6130,1774,25,310,2025-09-25,2025-12-23,2026-01-06,89,2,2,Breakfast,Online,Canceled,18970,14,3,App,16,265580
6131,4582,91,1424,2026-03-11,2026-04-13,2026-04-21,33,5,3,Full Board,Travel Agent,Confirmed,11964,8,5,Walk-in,2,95712
6132,4400,42,902,2024-12-14,2025-01-03,2025-01-15,20,5,4,Breakfast,Offline,Checked Out,4102,12,5,Walk-in,18,49224
6133,3979,45,1464,2024-09-27,2024-12-04,2024-12-13,68,1,4,Half Board,Travel Agent,Canceled,11172,9,3,Travel Agent,40,100548
6134,935,64,310,2026-03-03,2026-05-02,2026-05-07,60,5,4,Full Board,Corporate,Checked Out,12696,5,3,Website,16,63480
6135,958,86,268,2024-08-05,2024-10-07,2024-10-12,63,3,4,Breakfast,Corporate,Canceled,17959,5,2,App,5,89795
6136,1721,42,1945,2025-08-31,2025-09-12,2025-09-22,12,4,4,Breakfast,Offline,Confirmed,14344,10,4,Website,26,143440
6137,104,58,707,2026-04-09,2026-06-16,2026-06-19,68,5,2,Half Board,Corporate,Confirmed,8149,3,0,Walk-in,12,24447
6138,1823,33,710,2025-07-02,2025-09-25,2025-09-30,85,2,2,Full Board,Travel Agent,Confirmed,13895,5,0,Walk-in,20,69475
6139,208,25,967,2026-02-28,2026-04-19,2026-04-30,50,5,3,Half Board,Offline,Checked Out,5535,11,5,Walk-in,26,60885
6140,2798,76,95,2024-09-28,2024-11-19,2024-11-21,52,3,1,Half Board,Corporate,Canceled,23486,2,3,App,32,46972
6141,4269,1,778,2025-05-27,2025-06-25,2025-07-03,29,3,4,Half Board,Online,Confirmed,11073,8,1,Walk-in,19,88584
6142,3939,88,1475,2026-01-29,2026-04-29,2026-05-04,90,1,3,Breakfast,Corporate,Canceled,21950,5,5,App,38,109750
6143,925,70,1863,2026-04-08,2026-06-21,2026-06-30,74,2,4,Breakfast,Online,Canceled,23676,9,4,App,37,213084
